,time,lon,lat,sm,geometry,index_right,class_sm,u_sm,class_usm
225367,2023-07-01,1.875,50.875,47.455227,POINT (1.875 50.875),0,Modèrement sec,37.30049514770508,Modèrement sec
225368,2023-07-01,2.125,50.875,48.059654,POINT (2.125 50.875),0,Modèrement sec,37.23887252807617,Modèrement sec
225369,2023-07-01,2.375,50.875,45.59984,POINT (2.375 50.875),0,Modèrement sec,35.519222259521484,Modèrement sec
226806,2023-07-01,1.625,50.625,44.200344,POINT (1.625 50.625),0,Modèrement sec,35.19221496582031,Modèrement sec
226807,2023-07-01,1.875,50.625,46.930252,POINT (1.875 50.625),0,Modèrement sec,36.14894104003906,Modèrement sec
226808,2023-07-01,2.125,50.625,45.282207,POINT (2.125 50.625),0,Modèrement sec,35.28807067871094,Modèrement sec
226809,2023-07-01,2.375,50.625,42.302277,POINT (2.375 50.625),0,Modèrement sec,34.67807388305664,Modèrement sec
226810,2023-07-01,2.625,50.625,44.235565,POINT (2.625 50.625),0,Modèrement sec,37.99610137939453,Modèrement sec
226811,2023-07-01,2.875,50.625,54.403286,POINT (2.875 50.625),0,Humidité normale,49.616703033447266,Modèrement sec
226812,2023-07-01,3.125,50.625,64.07103,POINT (3.125 50.625),0,Humidité normale,58.75217819213867,Humidité normale
228246,2023-07-01,1.625,50.375,46.934277,POINT (1.625 50.375),0,Modèrement sec,35.790557861328125,Modèrement sec
228247,2023-07-01,1.875,50.375,49.557896,POINT (1.875 50.375),0,Modèrement sec,37.88378143310547,Modèrement sec
228248,2023-07-01,2.125,50.375,47.433025,POINT (2.125 50.375),0,Modèrement sec,36.44236373901367,Modèrement sec
228249,2023-07-01,2.375,50.375,43.622383,POINT (2.375 50.375),0,Modèrement sec,34.80015563964844,Modèrement sec
228250,2023-07-01,2.625,50.375,47.12874,POINT (2.625 50.375),0,Modèrement sec,39.38795471191406,Modèrement sec
228251,2023-07-01,2.875,50.375,52.45098,POINT (2.875 50.375),0,Humidité normale,45.99685287475586,Modèrement sec
228252,2023-07-01,3.125,50.375,50.806637,POINT (3.125 50.375),0,Humidité normale,45.6897087097168,Modèrement sec
228253,2023-07-01,3.375,50.375,48.8732,POINT (3.375 50.375),0,Modèrement sec,43.928836822509766,Modèrement sec
228254,2023-07-01,3.625,50.375,49.1799,POINT (3.625 50.375),0,Modèrement sec,43.54890060424805,Modèrement sec
229686,2023-07-01,1.625,50.125,47.71604,POINT (1.625 50.125),0,Modèrement sec,37.244808197021484,Modèrement sec
229687,2023-07-01,1.875,50.125,48.534702,POINT (1.875 50.125),0,Modèrement sec,38.55385208129883,Modèrement sec
229688,2023-07-01,2.125,50.125,46.553493,POINT (2.125 50.125),0,Modèrement sec,38.18181228637695,Modèrement sec
229689,2023-07-01,2.375,50.125,43.441006,POINT (2.375 50.125),0,Modèrement sec,36.03645706176758,Modèrement sec
229690,2023-07-01,2.625,50.125,42.747856,POINT (2.625 50.125),0,Modèrement sec,34.39070510864258,Modèrement sec
229691,2023-07-01,2.875,50.125,43.680332,POINT (2.875 50.125),0,Modèrement sec,34.87600326538086,Modèrement sec
229692,2023-07-01,3.125,50.125,43.443523,POINT (3.125 50.125),0,Modèrement sec,35.138607025146484,Modèrement sec
229693,2023-07-01,3.375,50.125,42.21577,POINT (3.375 50.125),0,Modèrement sec,35.39118576049805,Modèrement sec
229694,2023-07-01,3.625,50.125,40.19064,POINT (3.625 50.125),0,Modèrement sec,34.42747116088867,Modèrement sec
229695,2023-07-01,3.875,50.125,38.972694,POINT (3.875 50.125),0,Modèrement sec,33.20208740234375,Modèrement sec
229696,2023-07-01,4.125,50.125,38.681377,POINT (4.125 50.125),0,Modèrement sec,34.447750091552734,Modèrement sec
231123,2023-07-01,0.875,49.875,46.800255,POINT (0.875 49.875),0,Modèrement sec,37.5435676574707,Modèrement sec
231124,2023-07-01,1.125,49.875,46.804237,POINT (1.125 49.875),0,Modèrement sec,38.411712646484375,Modèrement sec
231125,2023-07-01,1.375,49.875,46.42758,POINT (1.375 49.875),0,Modèrement sec,37.73066329956055,Modèrement sec
231126,2023-07-01,1.625,49.875,43.58537,POINT (1.625 49.875),0,Modèrement sec,36.37407302856445,Modèrement sec
231127,2023-07-01,1.875,49.875,42.52973,POINT (1.875 49.875),0,Modèrement sec,36.92560577392578,Modèrement sec
231128,2023-07-01,2.125,49.875,42.909153,POINT (2.125 49.875),0,Modèrement sec,39.092811584472656,Modèrement sec
231129,2023-07-01,2.375,49.875,42.497192,POINT (2.375 49.875),0,Modèrement sec,39.234317779541016,Modèrement sec
231130,2023-07-01,2.625,49.875,40.426777,POINT (2.625 49.875),0,Modèrement sec,36.11183166503906,Modèrement sec
231131,2023-07-01,2.875,49.875,41.588497,POINT (2.875 49.875),0,Modèrement sec,35.5390510559082,Modèrement sec
231132,2023-07-01,3.125,49.875,43.37472,POINT (3.125 49.875),0,Modèrement sec,36.23588943481445,Modèrement sec
231133,2023-07-01,3.375,49.875,43.332554,POINT (3.375 49.875),0,Modèrement sec,36.00726318359375,Modèrement sec
231134,2023-07-01,3.625,49.875,40.134396,POINT (3.625 49.875),0,Modèrement sec,33.704776763916016,Modèrement sec
231135,2023-07-01,3.875,49.875,36.614967,POINT (3.875 49.875),0,Modèrement sec,31.3708438873291,Modèrement sec
231136,2023-07-01,4.125,49.875,35.67781,POINT (4.125 49.875),0,Modèrement sec,32.29899978637695,Modèrement sec
231137,2023-07-01,4.375,49.875,42.11538,POINT (4.375 49.875),0,Modèrement sec,38.58224868774414,Modèrement sec
231138,2023-07-01,4.625,49.875,54.123295,POINT (4.625 49.875),0,Humidité normale,50.6462287902832,Humidité normale
232553,2023-07-01,-1.625,49.625,41.025158,POINT (-1.625 49.625),0,Modèrement sec,36.10165023803711,Modèrement sec
232554,2023-07-01,-1.375,49.625,39.40795,POINT (-1.375 49.625),0,Modèrement sec,34.4145393371582,Modèrement sec
232561,2023-07-01,0.375,49.625,49.444176,POINT (0.375 49.625),0,Modèrement sec,39.56404495239258,Modèrement sec
232562,2023-07-01,0.625,49.625,49.22709,POINT (0.625 49.625),0,Modèrement sec,38.72282791137695,Modèrement sec
232563,2023-07-01,0.875,49.625,49.941006,POINT (0.875 49.625),0,Modèrement sec,40.78797149658203,Modèrement sec
232564,2023-07-01,1.125,49.625,48.211727,POINT (1.125 49.625),0,Modèrement sec,40.33311462402344,Modèrement sec
232565,2023-07-01,1.375,49.625,40.76328,POINT (1.375 49.625),0,Modèrement sec,35.24430847167969,Modèrement sec
232566,2023-07-01,1.625,49.625,35.09164,POINT (1.625 49.625),0,Modèrement sec,31.531389236450195,Modèrement sec
232567,2023-07-01,1.875,49.625,34.15986,POINT (1.875 49.625),0,Modèrement sec,32.095638275146484,Modèrement sec
232568,2023-07-01,2.125,49.625,35.18156,POINT (2.125 49.625),0,Modèrement sec,32.921260833740234,Modèrement sec
232569,2023-07-01,2.375,49.625,34.02502,POINT (2.375 49.625),0,Modèrement sec,31.88728141784668,Modèrement sec
232570,2023-07-01,2.625,49.625,35.543144,POINT (2.625 49.625),0,Modèrement sec,32.31039047241211,Modèrement sec
232571,2023-07-01,2.875,49.625,38.573025,POINT (2.875 49.625),0,Modèrement sec,34.42441940307617,Modèrement sec
232572,2023-07-01,3.125,49.625,39.69412,POINT (3.125 49.625),0,Modèrement sec,35.50883865356445,Modèrement sec
232573,2023-07-01,3.375,49.625,38.89692,POINT (3.375 49.625),0,Modèrement sec,34.825984954833984,Modèrement sec
232574,2023-07-01,3.625,49.625,37.509857,POINT (3.625 49.625),0,Modèrement sec,32.90702438354492,Modèrement sec
232575,2023-07-01,3.875,49.625,35.25605,POINT (3.875 49.625),0,Modèrement sec,31.281164169311523,Modèrement sec
232576,2023-07-01,4.125,49.625,32.58456,POINT (4.125 49.625),0,Modèrement sec,29.081106185913086,Très sec
232577,2023-07-01,4.375,49.625,32.7244,POINT (4.375 49.625),0,Modèrement sec,28.86687469482422,Très sec
232578,2023-07-01,4.625,49.625,36.275158,POINT (4.625 49.625),0,Modèrement sec,32.72842025756836,Modèrement sec
232579,2023-07-01,4.875,49.625,40.272404,POINT (4.875 49.625),0,Modèrement sec,37.18825149536133,Modèrement sec
232580,2023-07-01,5.125,49.625,43.275284,POINT (5.125 49.625),0,Modèrement sec,40.29013442993164,Modèrement sec
233993,2023-07-01,-1.625,49.375,41.198025,POINT (-1.625 49.375),0,Modèrement sec,34.988895416259766,Modèrement sec
233994,2023-07-01,-1.375,49.375,42.903694,POINT (-1.375 49.375),0,Modèrement sec,34.87086486816406,Modèrement sec
234000,2023-07-01,0.125,49.375,44.257298,POINT (0.125 49.375),0,Modèrement sec,37.7078857421875,Modèrement sec
234001,2023-07-01,0.375,49.375,44.252373,POINT (0.375 49.375),0,Modèrement sec,36.93703079223633,Modèrement sec
234002,2023-07-01,0.625,49.375,42.512337,POINT (0.625 49.375),0,Modèrement sec,36.49263381958008,Modèrement sec
234003,2023-07-01,0.875,49.375,48.739105,POINT (0.875 49.375),0,Modèrement sec,43.46609878540039,Modèrement sec
234004,2023-07-01,1.125,49.375,52.404865,POINT (1.125 49.375),0,Humidité normale,47.68479537963867,Modèrement sec
234005,2023-07-01,1.375,49.375,40.05467,POINT (1.375 49.375),0,Modèrement sec,37.45089340209961,Modèrement sec
234006,2023-07-01,1.625,49.375,29.951885,POINT (1.625 49.375),0,Très sec,28.974267959594727,Très sec
234007,2023-07-01,1.875,49.375,30.353909,POINT (1.875 49.375),0,Modèrement sec,29.661821365356445,Très sec
234008,2023-07-01,2.125,49.375,32.75274,POINT (2.125 49.375),0,Modèrement sec,31.78208351135254,Modèrement sec
234009,2023-07-01,2.375,49.375,35.239292,POINT (2.375 49.375),0,Modèrement sec,33.08159255981445,Modèrement sec
234010,2023-07-01,2.625,49.375,36.690506,POINT (2.625 49.375),0,Modèrement sec,33.85344314575195,Modèrement sec
234011,2023-07-01,2.875,49.375,37.860714,POINT (2.875 49.375),0,Modèrement sec,34.87076950073242,Modèrement sec
234012,2023-07-01,3.125,49.375,36.354202,POINT (3.125 49.375),0,Modèrement sec,34.10148239135742,Modèrement sec
234013,2023-07-01,3.375,49.375,33.56934,POINT (3.375 49.375),0,Modèrement sec,31.81011390686035,Modèrement sec
234014,2023-07-01,3.625,49.375,34.575447,POINT (3.625 49.375),0,Modèrement sec,32.61164474487305,Modèrement sec
234015,2023-07-01,3.875,49.375,37.01297,POINT (3.875 49.375),0,Modèrement sec,35.68759536743164,Modèrement sec
234016,2023-07-01,4.125,49.375,37.401566,POINT (4.125 49.375),0,Modèrement sec,36.451683044433594,Modèrement sec
234017,2023-07-01,4.375,49.375,29.609781,POINT (4.375 49.375),0,Très sec,28.897705078125,Très sec
234018,2023-07-01,4.625,49.375,25.405521,POINT (4.625 49.375),0,Très sec,25.702306747436523,Très sec
234019,2023-07-01,4.875,49.375,27.856815,POINT (4.875 49.375),0,Très sec,26.64036750793457,Très sec
234020,2023-07-01,5.125,49.375,28.693249,POINT (5.125 49.375),0,Très sec,27.658395767211914,Très sec
234021,2023-07-01,5.375,49.375,29.573023,POINT (5.375 49.375),0,Très sec,28.90739631652832,Très sec
234022,2023-07-01,5.625,49.375,31.134953,POINT (5.625 49.375),0,Modèrement sec,30.1168155670166,Modèrement sec
234023,2023-07-01,5.875,49.375,41.637352,POINT (5.875 49.375),0,Modèrement sec,40.073089599609375,Modèrement sec
234024,2023-07-01,6.125,49.375,43.232883,POINT (6.125 49.375),0,Modèrement sec,42.63520431518555,Modèrement sec
234025,2023-07-01,6.375,49.375,36.240067,POINT (6.375 49.375),0,Modèrement sec,36.23606872558594,Modèrement sec
235434,2023-07-01,-1.375,49.125,45.46078,POINT (-1.375 49.125),0,Modèrement sec,39.0072135925293,Modèrement sec
235435,2023-07-01,-1.125,49.125,46.565502,POINT (-1.125 49.125),0,Modèrement sec,41.18449783325195,Modèrement sec
235436,2023-07-01,-0.875,49.125,44.856396,POINT (-0.875 49.125),0,Modèrement sec,39.898616790771484,Modèrement sec
235437,2023-07-01,-0.625,49.125,46.14138,POINT (-0.625 49.125),0,Modèrement sec,41.710636138916016,Modèrement sec
235438,2023-07-01,-0.375,49.125,48.066036,POINT (-0.375 49.125),0,Modèrement sec,44.50129699707031,Modèrement sec
235439,2023-07-01,-0.125,49.125,40.47771,POINT (-0.125 49.125),0,Modèrement sec,37.81295394897461,Modèrement sec
235440,2023-07-01,0.125,49.125,36.68383,POINT (0.125 49.125),0,Modèrement sec,33.330562591552734,Modèrement sec
235441,2023-07-01,0.375,49.125,36.27581,POINT (0.375 49.125),0,Modèrement sec,33.19218826293945,Modèrement sec
235442,2023-07-01,0.625,49.125,34.346687,POINT (0.625 49.125),0,Modèrement sec,32.53029251098633,Modèrement sec
235443,2023-07-01,0.875,49.125,36.432774,POINT (0.875 49.125),0,Modèrement sec,33.98487091064453,Modèrement sec
235444,2023-07-01,1.125,49.125,39.85678,POINT (1.125 49.125),0,Modèrement sec,36.80247497558594,Modèrement sec
235445,2023-07-01,1.375,49.125,34.0451,POINT (1.375 49.125),0,Modèrement sec,32.82328414916992,Modèrement sec
235446,2023-07-01,1.625,49.125,26.380756,POINT (1.625 49.125),0,Très sec,27.332603454589844,Très sec
235447,2023-07-01,1.875,49.125,27.93983,POINT (1.875 49.125),0,Très sec,28.094785690307617,Très sec
235448,2023-07-01,2.125,49.125,34.58725,POINT (2.125 49.125),0,Modèrement sec,34.288333892822266,Modèrement sec
235449,2023-07-01,2.375,49.125,40.356693,POINT (2.375 49.125),0,Modèrement sec,39.680667877197266,Modèrement sec
235450,2023-07-01,2.625,49.125,36.68997,POINT (2.625 49.125),0,Modèrement sec,35.047996520996094,Modèrement sec
235451,2023-07-01,2.875,49.125,32.1661,POINT (2.875 49.125),0,Modèrement sec,30.965614318847656,Modèrement sec
235452,2023-07-01,3.125,49.125,30.115236,POINT (3.125 49.125),0,Modèrement sec,29.988012313842773,Très sec
235453,2023-07-01,3.375,49.125,31.53447,POINT (3.375 49.125),0,Modèrement sec,31.024383544921875,Modèrement sec
235454,2023-07-01,3.625,49.125,35.11475,POINT (3.625 49.125),0,Modèrement sec,34.32979202270508,Modèrement sec
235455,2023-07-01,3.875,49.125,42.385372,POINT (3.875 49.125),0,Modèrement sec,41.771793365478516,Modèrement sec
235456,2023-07-01,4.125,49.125,43.923065,POINT (4.125 49.125),0,Modèrement sec,42.76704788208008,Modèrement sec
235457,2023-07-01,4.375,49.125,32.95622,POINT (4.375 49.125),0,Modèrement sec,32.26518630981445,Modèrement sec
235458,2023-07-01,4.625,49.125,25.625734,POINT (4.625 49.125),0,Très sec,25.774072647094727,Très sec
235459,2023-07-01,4.875,49.125,26.873013,POINT (4.875 49.125),0,Très sec,26.05438804626465,Très sec
235460,2023-07-01,5.125,49.125,29.327562,POINT (5.125 49.125),0,Très sec,28.97478675842285,Très sec
235461,2023-07-01,5.375,49.125,30.19893,POINT (5.375 49.125),0,Modèrement sec,29.62712287902832,Très sec
235462,2023-07-01,5.625,49.125,28.093363,POINT (5.625 49.125),0,Très sec,26.86298942565918,Très sec
235463,2023-07-01,5.875,49.125,32.616573,POINT (5.875 49.125),0,Modèrement sec,30.645721435546875,Modèrement sec
235464,2023-07-01,6.125,49.125,37.87411,POINT (6.125 49.125),0,Modèrement sec,36.2380256652832,Modèrement sec
235465,2023-07-01,6.375,49.125,34.074802,POINT (6.375 49.125),0,Modèrement sec,32.03263473510742,Modèrement sec
235466,2023-07-01,6.625,49.125,36.080276,POINT (6.625 49.125),0,Modèrement sec,33.172000885009766,Modèrement sec
235467,2023-07-01,6.875,49.125,44.00411,POINT (6.875 49.125),0,Modèrement sec,41.9268798828125,Modèrement sec
235468,2023-07-01,7.125,49.125,45.79311,POINT (7.125 49.125),0,Modèrement sec,42.75211715698242,Modèrement sec
235469,2023-07-01,7.375,49.125,49.028862,POINT (7.375 49.125),0,Modèrement sec,45.33006286621094,Modèrement sec
236874,2023-07-01,-1.375,48.875,41.946148,POINT (-1.375 48.875),0,Modèrement sec,38.911224365234375,Modèrement sec
236875,2023-07-01,-1.125,48.875,43.43309,POINT (-1.125 48.875),0,Modèrement sec,40.50570297241211,Modèrement sec
236876,2023-07-01,-0.875,48.875,41.58816,POINT (-0.875 48.875),0,Modèrement sec,38.469635009765625,Modèrement sec
236877,2023-07-01,-0.625,48.875,39.181297,POINT (-0.625 48.875),0,Modèrement sec,36.29579544067383,Modèrement sec
236878,2023-07-01,-0.375,48.875,35.31018,POINT (-0.375 48.875),0,Modèrement sec,34.28242492675781,Modèrement sec
236879,2023-07-01,-0.125,48.875,31.96315,POINT (-0.125 48.875),0,Modèrement sec,32.01619338989258,Modèrement sec
236880,2023-07-01,0.125,48.875,33.00231,POINT (0.125 48.875),0,Modèrement sec,32.011356353759766,Modèrement sec
236881,2023-07-01,0.375,48.875,35.03566,POINT (0.375 48.875),0,Modèrement sec,33.80186080932617,Modèrement sec
236882,2023-07-01,0.625,48.875,33.48707,POINT (0.625 48.875),0,Modèrement sec,34.55336380004883,Modèrement sec
236883,2023-07-01,0.875,48.875,31.749987,POINT (0.875 48.875),0,Modèrement sec,34.34840774536133,Modèrement sec
236884,2023-07-01,1.125,48.875,30.698515,POINT (1.125 48.875),0,Modèrement sec,32.5347785949707,Modèrement sec
236885,2023-07-01,1.375,48.875,26.342813,POINT (1.375 48.875),0,Très sec,29.32893943786621,Très sec
236886,2023-07-01,1.625,48.875,23.599064,POINT (1.625 48.875),0,Très sec,27.864768981933594,Très sec
236887,2023-07-01,1.875,48.875,35.093983,POINT (1.875 48.875),0,Modèrement sec,36.814762115478516,Modèrement sec
236888,2023-07-01,2.125,48.875,57.53417,POINT (2.125 48.875),0,Humidité normale,57.98820495605469,Humidité normale
236889,2023-07-01,2.375,48.875,70.91643,POINT (2.375 48.875),0,Modèrement humide,71.1394271850586,Modèrement humide
236890,2023-07-01,2.625,48.875,55.316082,POINT (2.625 48.875),0,Humidité normale,54.87705612182617,Humidité normale
236891,2023-07-01,2.875,48.875,37.1868,POINT (2.875 48.875),0,Modèrement sec,37.541378021240234,Modèrement sec
236892,2023-07-01,3.125,48.875,31.702412,POINT (3.125 48.875),0,Modèrement sec,31.96588134765625,Modèrement sec
236893,2023-07-01,3.375,48.875,31.317162,POINT (3.375 48.875),0,Modèrement sec,32.306251525878906,Modèrement sec
236894,2023-07-01,3.625,48.875,35.419643,POINT (3.625 48.875),0,Modèrement sec,35.782649993896484,Modèrement sec
236895,2023-07-01,3.875,48.875,37.896606,POINT (3.875 48.875),0,Modèrement sec,37.799442291259766,Modèrement sec
236896,2023-07-01,4.125,48.875,38.591675,POINT (4.125 48.875),0,Modèrement sec,36.81990432739258,Modèrement sec
236897,2023-07-01,4.375,48.875,35.165012,POINT (4.375 48.875),0,Modèrement sec,33.531578063964844,Modèrement sec
236898,2023-07-01,4.625,48.875,29.717396,POINT (4.625 48.875),0,Très sec,28.89980125427246,Très sec
236899,2023-07-01,4.875,48.875,28.518244,POINT (4.875 48.875),0,Très sec,27.266822814941406,Très sec
236900,2023-07-01,5.125,48.875,29.009134,POINT (5.125 48.875),0,Très sec,27.515029907226562,Très sec
236901,2023-07-01,5.375,48.875,29.79755,POINT (5.375 48.875),0,Très sec,28.83129119873047,Très sec
236902,2023-07-01,5.625,48.875,30.701843,POINT (5.625 48.875),0,Modèrement sec,29.192476272583008,Très sec
236903,2023-07-01,5.875,48.875,34.079365,POINT (5.875 48.875),0,Modèrement sec,31.96431541442871,Modèrement sec
236904,2023-07-01,6.125,48.875,38.763493,POINT (6.125 48.875),0,Modèrement sec,36.03584671020508,Modèrement sec
236905,2023-07-01,6.375,48.875,32.537334,POINT (6.375 48.875),0,Modèrement sec,29.48356056213379,Très sec
236906,2023-07-01,6.625,48.875,28.766281,POINT (6.625 48.875),0,Très sec,25.430023193359375,Très sec
236907,2023-07-01,6.875,48.875,31.187685,POINT (6.875 48.875),0,Modèrement sec,28.94696617126465,Très sec
236908,2023-07-01,7.125,48.875,36.672115,POINT (7.125 48.875),0,Modèrement sec,34.39516830444336,Modèrement sec
236909,2023-07-01,7.375,48.875,39.90424,POINT (7.375 48.875),0,Modèrement sec,37.76631546020508,Modèrement sec
236910,2023-07-01,7.625,48.875,38.360264,POINT (7.625 48.875),0,Modèrement sec,37.311038970947266,Modèrement sec
236911,2023-07-01,7.875,48.875,40.25191,POINT (7.875 48.875),0,Modèrement sec,39.876888275146484,Modèrement sec
236912,2023-07-01,8.125,48.875,53.020176,POINT (8.125 48.875),0,Humidité normale,52.458003997802734,Humidité normale
238302,2023-07-01,-4.375,48.625,38.495815,POINT (-4.375 48.625),0,Modèrement sec,34.5640983581543,Modèrement sec
238303,2023-07-01,-4.125,48.625,39.985313,POINT (-4.125 48.625),0,Modèrement sec,35.53593063354492,Modèrement sec
238304,2023-07-01,-3.875,48.625,40.61832,POINT (-3.875 48.625),0,Modèrement sec,34.24838638305664,Modèrement sec
238305,2023-07-01,-3.625,48.625,37.465824,POINT (-3.625 48.625),0,Modèrement sec,31.892683029174805,Modèrement sec
238306,2023-07-01,-3.375,48.625,36.928757,POINT (-3.375 48.625),0,Modèrement sec,33.0155029296875,Modèrement sec
238307,2023-07-01,-3.125,48.625,38.581886,POINT (-3.125 48.625),0,Modèrement sec,35.5441780090332,Modèrement sec
238308,2023-07-01,-2.875,48.625,41.96982,POINT (-2.875 48.625),0,Modèrement sec,39.43863296508789,Modèrement sec
238310,2023-07-01,-2.375,48.625,38.87877,POINT (-2.375 48.625),0,Modèrement sec,37.23063278198242,Modèrement sec
238311,2023-07-01,-2.125,48.625,41.35159,POINT (-2.125 48.625),0,Modèrement sec,39.5477180480957,Modèrement sec
238312,2023-07-01,-1.875,48.625,41.101837,POINT (-1.875 48.625),0,Modèrement sec,40.73518371582031,Modèrement sec
238314,2023-07-01,-1.375,48.625,39.44681,POINT (-1.375 48.625),0,Modèrement sec,40.24540710449219,Modèrement sec
238315,2023-07-01,-1.125,48.625,41.09327,POINT (-1.125 48.625),0,Modèrement sec,41.48786926269531,Modèrement sec
238316,2023-07-01,-0.875,48.625,40.267773,POINT (-0.875 48.625),0,Modèrement sec,39.586917877197266,Modèrement sec
238317,2023-07-01,-0.625,48.625,39.643776,POINT (-0.625 48.625),0,Modèrement sec,37.75895309448242,Modèrement sec
238318,2023-07-01,-0.375,48.625,38.24264,POINT (-0.375 48.625),0,Modèrement sec,36.5648078918457,Modèrement sec
238319,2023-07-01,-0.125,48.625,36.47575,POINT (-0.125 48.625),0,Modèrement sec,35.24469757080078,Modèrement sec
238320,2023-07-01,0.125,48.625,34.91098,POINT (0.125 48.625),0,Modèrement sec,33.94423294067383,Modèrement sec
238321,2023-07-01,0.375,48.625,32.749187,POINT (0.375 48.625),0,Modèrement sec,32.756011962890625,Modèrement sec
238322,2023-07-01,0.625,48.625,31.400433,POINT (0.625 48.625),0,Modèrement sec,33.981807708740234,Modèrement sec
238323,2023-07-01,0.875,48.625,29.930597,POINT (0.875 48.625),0,Très sec,35.04804611206055,Modèrement sec
238324,2023-07-01,1.125,48.625,28.68006,POINT (1.125 48.625),0,Très sec,34.82292175292969,Modèrement sec
238325,2023-07-01,1.375,48.625,29.557512,POINT (1.375 48.625),0,Très sec,35.010501861572266,Modèrement sec
238326,2023-07-01,1.625,48.625,29.128775,POINT (1.625 48.625),0,Très sec,33.58588790893555,Modèrement sec
238327,2023-07-01,1.875,48.625,28.70293,POINT (1.875 48.625),0,Très sec,32.750701904296875,Modèrement sec
238328,2023-07-01,2.125,48.625,40.419125,POINT (2.125 48.625),0,Modèrement sec,41.6530876159668,Modèrement sec
238329,2023-07-01,2.375,48.625,48.915443,POINT (2.375 48.625),0,Modèrement sec,49.76543045043945,Modèrement sec
238330,2023-07-01,2.625,48.625,45.245174,POINT (2.625 48.625),0,Modèrement sec,45.29183578491211,Modèrement sec
238331,2023-07-01,2.875,48.625,35.826565,POINT (2.875 48.625),0,Modèrement sec,35.14734649658203,Modèrement sec
238332,2023-07-01,3.125,48.625,34.48276,POINT (3.125 48.625),0,Modèrement sec,31.96129608154297,Modèrement sec
238333,2023-07-01,3.375,48.625,36.73197,POINT (3.375 48.625),0,Modèrement sec,34.079200744628906,Modèrement sec
238334,2023-07-01,3.625,48.625,40.04852,POINT (3.625 48.625),0,Modèrement sec,37.02834701538086,Modèrement sec
238335,2023-07-01,3.875,48.625,39.36783,POINT (3.875 48.625),0,Modèrement sec,35.97147750854492,Modèrement sec
238336,2023-07-01,4.125,48.625,37.096153,POINT (4.125 48.625),0,Modèrement sec,33.41364288330078,Modèrement sec
238337,2023-07-01,4.375,48.625,33.20518,POINT (4.375 48.625),0,Modèrement sec,31.132139205932617,Modèrement sec
238338,2023-07-01,4.625,48.625,32.581284,POINT (4.625 48.625),0,Modèrement sec,30.075010299682617,Modèrement sec
238339,2023-07-01,4.875,48.625,35.98115,POINT (4.875 48.625),0,Modèrement sec,33.33126449584961,Modèrement sec
238340,2023-07-01,5.125,48.625,37.79912,POINT (5.125 48.625),0,Modèrement sec,34.31984329223633,Modèrement sec
238341,2023-07-01,5.375,48.625,34.918343,POINT (5.375 48.625),0,Modèrement sec,32.45466232299805,Modèrement sec
238342,2023-07-01,5.625,48.625,34.543335,POINT (5.625 48.625),0,Modèrement sec,32.25657272338867,Modèrement sec
238343,2023-07-01,5.875,48.625,40.330112,POINT (5.875 48.625),0,Modèrement sec,37.84295654296875,Modèrement sec
238344,2023-07-01,6.125,48.625,46.093864,POINT (6.125 48.625),0,Modèrement sec,43.95176315307617,Modèrement sec
238345,2023-07-01,6.375,48.625,42.03039,POINT (6.375 48.625),0,Modèrement sec,38.56298828125,Modèrement sec
238346,2023-07-01,6.625,48.625,39.92515,POINT (6.625 48.625),0,Modèrement sec,36.04624557495117,Modèrement sec
238347,2023-07-01,6.875,48.625,48.21532,POINT (6.875 48.625),0,Modèrement sec,45.001956939697266,Modèrement sec
238348,2023-07-01,7.125,48.625,52.488716,POINT (7.125 48.625),0,Humidité normale,51.869876861572266,Humidité normale
238349,2023-07-01,7.375,48.625,47.11458,POINT (7.375 48.625),0,Modèrement sec,46.44355392456055,Modèrement sec
238350,2023-07-01,7.625,48.625,44.889313,POINT (7.625 48.625),0,Modèrement sec,44.88692855834961,Modèrement sec
239741,2023-07-01,-4.625,48.375,40.34619,POINT (-4.625 48.375),0,Modèrement sec,37.065277099609375,Modèrement sec
239742,2023-07-01,-4.375,48.375,41.719925,POINT (-4.375 48.375),0,Modèrement sec,36.849117279052734,Modèrement sec
239743,2023-07-01,-4.125,48.375,42.293823,POINT (-4.125 48.375),0,Modèrement sec,35.280418395996094,Modèrement sec
239744,2023-07-01,-3.875,48.375,42.49028,POINT (-3.875 48.375),0,Modèrement sec,34.615814208984375,Modèrement sec
239745,2023-07-01,-3.625,48.375,41.627254,POINT (-3.625 48.375),0,Modèrement sec,34.232967376708984,Modèrement sec
239746,2023-07-01,-3.375,48.375,40.399166,POINT (-3.375 48.375),0,Modèrement sec,34.79999923706055,Modèrement sec
239747,2023-07-01,-3.125,48.375,39.369053,POINT (-3.125 48.375),0,Modèrement sec,34.75521469116211,Modèrement sec
239748,2023-07-01,-2.875,48.375,40.439465,POINT (-2.875 48.375),0,Modèrement sec,37.33595275878906,Modèrement sec
239749,2023-07-01,-2.625,48.375,40.158607,POINT (-2.625 48.375),0,Modèrement sec,37.901615142822266,Modèrement sec
239750,2023-07-01,-2.375,48.375,37.81561,POINT (-2.375 48.375),0,Modèrement sec,36.36677932739258,Modèrement sec
239751,2023-07-01,-2.125,48.375,38.968185,POINT (-2.125 48.375),0,Modèrement sec,37.8734016418457,Modèrement sec
239752,2023-07-01,-1.875,48.375,41.614132,POINT (-1.875 48.375),0,Modèrement sec,41.3505973815918,Modèrement sec
