,time,lon,lat,sm,geometry,index_right,class_sm,u_sm,class_usm
259939,2023-06-01,4.875,44.875,62.23235,POINT (4.875 44.875),0,Humidité normale,54.088748931884766,Humidité normale
259940,2023-06-01,5.125,44.875,58.479733,POINT (5.125 44.875),0,Humidité normale,52.291873931884766,Humidité normale
259941,2023-06-01,5.375,44.875,60.31588,POINT (5.375 44.875),0,Humidité normale,54.20643997192383,Humidité normale
259942,2023-06-01,5.625,44.875,56.598354,POINT (5.625 44.875),0,Humidité normale,52.011993408203125,Humidité normale
259943,2023-06-01,5.875,44.875,51.99513,POINT (5.875 44.875),0,Humidité normale,46.79133224487305,Modèrement sec
259944,2023-06-01,6.125,44.875,48.625633,POINT (6.125 44.875),0,Modèrement sec,39.69903564453125,Modèrement sec
259945,2023-06-01,6.375,44.875,54.55363,POINT (6.375 44.875),0,Humidité normale,40.47481918334961,Modèrement sec
259946,2023-06-01,6.625,44.875,63.660824,POINT (6.625 44.875),0,Humidité normale,51.03365707397461,Humidité normale
261355,2023-06-01,-1.125,44.625,39.42021,POINT (-1.125 44.625),0,Modèrement sec,39.741485595703125,Modèrement sec
261356,2023-06-01,-0.875,44.625,48.901993,POINT (-0.875 44.625),0,Modèrement sec,49.63360595703125,Modèrement sec
261357,2023-06-01,-0.625,44.625,57.64641,POINT (-0.625 44.625),0,Humidité normale,56.9967041015625,Humidité normale
261358,2023-06-01,-0.375,44.625,58.28609,POINT (-0.375 44.625),0,Humidité normale,54.97237777709961,Humidité normale
261359,2023-06-01,-0.125,44.625,56.75687,POINT (-0.125 44.625),0,Humidité normale,49.26545333862305,Modèrement sec
261360,2023-06-01,0.125,44.625,53.63353,POINT (0.125 44.625),0,Humidité normale,43.68843078613281,Modèrement sec
261361,2023-06-01,0.375,44.625,50.084408,POINT (0.375 44.625),0,Humidité normale,39.656494140625,Modèrement sec
261362,2023-06-01,0.625,44.625,45.29877,POINT (0.625 44.625),0,Modèrement sec,37.261775970458984,Modèrement sec
261363,2023-06-01,0.875,44.625,49.135117,POINT (0.875 44.625),0,Modèrement sec,42.28364944458008,Modèrement sec
261364,2023-06-01,1.125,44.625,57.66264,POINT (1.125 44.625),0,Humidité normale,51.17559814453125,Humidité normale
261365,2023-06-01,1.375,44.625,61.101048,POINT (1.375 44.625),0,Humidité normale,54.9306755065918,Humidité normale
261366,2023-06-01,1.625,44.625,61.604122,POINT (1.625 44.625),0,Humidité normale,54.84341812133789,Humidité normale
261367,2023-06-01,1.875,44.625,63.01169,POINT (1.875 44.625),0,Humidité normale,55.52212142944336,Humidité normale
261368,2023-06-01,2.125,44.625,62.64622,POINT (2.125 44.625),0,Humidité normale,55.14835739135742,Humidité normale
261369,2023-06-01,2.375,44.625,63.910633,POINT (2.375 44.625),0,Humidité normale,57.33864212036133,Humidité normale
261370,2023-06-01,2.625,44.625,64.75454,POINT (2.625 44.625),0,Humidité normale,59.713321685791016,Humidité normale
261371,2023-06-01,2.875,44.625,60.73057,POINT (2.875 44.625),0,Humidité normale,57.65333938598633,Humidité normale
261372,2023-06-01,3.125,44.625,64.36999,POINT (3.125 44.625),0,Humidité normale,58.64385986328125,Humidité normale
261373,2023-06-01,3.375,44.625,73.07348,POINT (3.375 44.625),0,Modèrement humide,63.65946578979492,Humidité normale
261374,2023-06-01,3.625,44.625,73.98803,POINT (3.625 44.625),0,Modèrement humide,64.03124237060547,Humidité normale
261375,2023-06-01,3.875,44.625,73.212036,POINT (3.875 44.625),0,Modèrement humide,63.23004150390625,Humidité normale
261376,2023-06-01,4.125,44.625,70.77865,POINT (4.125 44.625),0,Modèrement humide,61.38484573364258,Humidité normale
261377,2023-06-01,4.375,44.625,66.47651,POINT (4.375 44.625),0,Modèrement humide,57.766048431396484,Humidité normale
261378,2023-06-01,4.625,44.625,61.063663,POINT (4.625 44.625),0,Humidité normale,52.70502853393555,Humidité normale
261379,2023-06-01,4.875,44.625,55.80668,POINT (4.875 44.625),0,Humidité normale,48.874664306640625,Modèrement sec
261380,2023-06-01,5.125,44.625,56.070053,POINT (5.125 44.625),0,Humidité normale,50.39250183105469,Humidité normale
261381,2023-06-01,5.375,44.625,63.903343,POINT (5.375 44.625),0,Humidité normale,56.743526458740234,Humidité normale
261382,2023-06-01,5.625,44.625,65.25899,POINT (5.625 44.625),0,Modèrement humide,57.135833740234375,Humidité normale
261383,2023-06-01,5.875,44.625,57.432526,POINT (5.875 44.625),0,Humidité normale,64.39972686767578,Humidité normale
261384,2023-06-01,6.125,44.625,51.802517,POINT (6.125 44.625),0,Humidité normale,45.5581169128418,Modèrement sec
261385,2023-06-01,6.375,44.625,53.168503,POINT (6.375 44.625),0,Humidité normale,43.77930450439453,Modèrement sec
261386,2023-06-01,6.625,44.625,62.51123,POINT (6.625 44.625),0,Humidité normale,49.1813850402832,Modèrement sec
261387,2023-06-01,6.875,44.625,57.427845,POINT (6.875 44.625),0,Humidité normale,47.68324661254883,Modèrement sec
262795,2023-06-01,-1.125,44.375,39.541634,POINT (-1.125 44.375),0,Modèrement sec,39.58650588989258,Modèrement sec
262796,2023-06-01,-0.875,44.375,49.22237,POINT (-0.875 44.375),0,Modèrement sec,48.2382926940918,Modèrement sec
262797,2023-06-01,-0.625,44.375,51.513874,POINT (-0.625 44.375),0,Humidité normale,50.65056228637695,Humidité normale
262798,2023-06-01,-0.375,44.375,53.91753,POINT (-0.375 44.375),0,Humidité normale,51.03419494628906,Humidité normale
262799,2023-06-01,-0.125,44.375,54.852634,POINT (-0.125 44.375),0,Humidité normale,49.49943161010742,Modèrement sec
262800,2023-06-01,0.125,44.375,54.703632,POINT (0.125 44.375),0,Humidité normale,45.7684326171875,Modèrement sec
262801,2023-06-01,0.375,44.375,55.023792,POINT (0.375 44.375),0,Humidité normale,43.402286529541016,Modèrement sec
262802,2023-06-01,0.625,44.375,49.69862,POINT (0.625 44.375),0,Modèrement sec,39.220333099365234,Modèrement sec
262803,2023-06-01,0.875,44.375,45.984135,POINT (0.875 44.375),0,Modèrement sec,36.25642776489258,Modèrement sec
262804,2023-06-01,1.125,44.375,46.435333,POINT (1.125 44.375),0,Modèrement sec,37.400325775146484,Modèrement sec
262805,2023-06-01,1.375,44.375,52.44549,POINT (1.375 44.375),0,Humidité normale,44.57735824584961,Modèrement sec
262806,2023-06-01,1.625,44.375,56.10867,POINT (1.625 44.375),0,Humidité normale,50.64434814453125,Humidité normale
262807,2023-06-01,1.875,44.375,57.86798,POINT (1.875 44.375),0,Humidité normale,52.46171188354492,Humidité normale
262808,2023-06-01,2.125,44.375,60.697758,POINT (2.125 44.375),0,Humidité normale,52.63435363769531,Humidité normale
262809,2023-06-01,2.375,44.375,62.9275,POINT (2.375 44.375),0,Humidité normale,54.149105072021484,Humidité normale
262810,2023-06-01,2.625,44.375,66.058624,POINT (2.625 44.375),0,Modèrement humide,57.05755615234375,Humidité normale
262811,2023-06-01,2.875,44.375,67.64074,POINT (2.875 44.375),0,Modèrement humide,58.539058685302734,Humidité normale
262812,2023-06-01,3.125,44.375,72.74661,POINT (3.125 44.375),0,Modèrement humide,62.68791580200195,Humidité normale
262813,2023-06-01,3.375,44.375,75.13377,POINT (3.375 44.375),0,Très humide,64.01676177978516,Humidité normale
262814,2023-06-01,3.625,44.375,73.557976,POINT (3.625 44.375),0,Modèrement humide,64.5852279663086,Humidité normale
262815,2023-06-01,3.875,44.375,72.077736,POINT (3.875 44.375),0,Modèrement humide,63.920684814453125,Humidité normale
262816,2023-06-01,4.125,44.375,66.9696,POINT (4.125 44.375),0,Modèrement humide,58.80885696411133,Humidité normale
262817,2023-06-01,4.375,44.375,63.36705,POINT (4.375 44.375),0,Humidité normale,54.625545501708984,Humidité normale
262818,2023-06-01,4.625,44.375,61.70239,POINT (4.625 44.375),0,Humidité normale,52.54251480102539,Humidité normale
262819,2023-06-01,4.875,44.375,55.706757,POINT (4.875 44.375),0,Humidité normale,48.6192626953125,Modèrement sec
262820,2023-06-01,5.125,44.375,58.123512,POINT (5.125 44.375),0,Humidité normale,52.8386116027832,Humidité normale
262821,2023-06-01,5.375,44.375,65.65646,POINT (5.375 44.375),0,Modèrement humide,59.64453125,Humidité normale
262822,2023-06-01,5.625,44.375,64.846794,POINT (5.625 44.375),0,Humidité normale,58.71785354614258,Humidité normale
262823,2023-06-01,5.875,44.375,58.00396,POINT (5.875 44.375),0,Humidité normale,54.19158935546875,Humidité normale
262824,2023-06-01,6.125,44.375,56.959713,POINT (6.125 44.375),0,Humidité normale,58.295654296875,Humidité normale
262825,2023-06-01,6.375,44.375,61.04745,POINT (6.375 44.375),0,Humidité normale,61.28425216674805,Humidité normale
262826,2023-06-01,6.625,44.375,60.31621,POINT (6.625 44.375),0,Humidité normale,56.73993682861328,Humidité normale
262827,2023-06-01,6.875,44.375,51.191753,POINT (6.875 44.375),0,Humidité normale,46.517059326171875,Modèrement sec
264235,2023-06-01,-1.125,44.125,41.625217,POINT (-1.125 44.125),0,Modèrement sec,43.28806686401367,Modèrement sec
264236,2023-06-01,-0.875,44.125,50.287685,POINT (-0.875 44.125),0,Humidité normale,49.359127044677734,Modèrement sec
264237,2023-06-01,-0.625,44.125,53.63611,POINT (-0.625 44.125),0,Humidité normale,52.12369155883789,Humidité normale
264238,2023-06-01,-0.375,44.125,53.779408,POINT (-0.375 44.125),0,Humidité normale,52.27634811401367,Humidité normale
264239,2023-06-01,-0.125,44.125,53.490124,POINT (-0.125 44.125),0,Humidité normale,50.24348068237305,Humidité normale
264240,2023-06-01,0.125,44.125,54.556515,POINT (0.125 44.125),0,Humidité normale,47.01258850097656,Modèrement sec
264241,2023-06-01,0.375,44.125,55.374706,POINT (0.375 44.125),0,Humidité normale,42.90093994140625,Modèrement sec
264242,2023-06-01,0.625,44.125,53.095264,POINT (0.625 44.125),0,Humidité normale,39.35421371459961,Modèrement sec
264243,2023-06-01,0.875,44.125,49.542416,POINT (0.875 44.125),0,Modèrement sec,35.673927307128906,Modèrement sec
264244,2023-06-01,1.125,44.125,49.204273,POINT (1.125 44.125),0,Modèrement sec,36.4643440246582,Modèrement sec
264245,2023-06-01,1.375,44.125,51.207302,POINT (1.375 44.125),0,Humidité normale,41.07867431640625,Modèrement sec
264246,2023-06-01,1.625,44.125,51.022785,POINT (1.625 44.125),0,Humidité normale,43.541561126708984,Modèrement sec
264247,2023-06-01,1.875,44.125,52.142796,POINT (1.875 44.125),0,Humidité normale,45.64473342895508,Modèrement sec
264248,2023-06-01,2.125,44.125,57.475414,POINT (2.125 44.125),0,Humidité normale,48.41068649291992,Modèrement sec
264249,2023-06-01,2.375,44.125,61.395275,POINT (2.375 44.125),0,Humidité normale,51.11064529418945,Humidité normale
264250,2023-06-01,2.625,44.125,63.14168,POINT (2.625 44.125),0,Humidité normale,52.60268783569336,Humidité normale
264251,2023-06-01,2.875,44.125,63.7768,POINT (2.875 44.125),0,Humidité normale,54.70631408691406,Humidité normale
264252,2023-06-01,3.125,44.125,69.15595,POINT (3.125 44.125),0,Modèrement humide,60.1968879699707,Humidité normale
264253,2023-06-01,3.375,44.125,73.353386,POINT (3.375 44.125),0,Modèrement humide,64.18460083007812,Humidité normale
264254,2023-06-01,3.625,44.125,74.693695,POINT (3.625 44.125),0,Modèrement humide,67.05242156982422,Modèrement humide
264255,2023-06-01,3.875,44.125,71.11571,POINT (3.875 44.125),0,Modèrement humide,62.73545455932617,Humidité normale
264256,2023-06-01,4.125,44.125,65.542564,POINT (4.125 44.125),0,Modèrement humide,56.5020637512207,Humidité normale
264257,2023-06-01,4.375,44.125,58.614773,POINT (4.375 44.125),0,Humidité normale,49.91899490356445,Modèrement sec
264258,2023-06-01,4.625,44.125,55.98435,POINT (4.625 44.125),0,Humidité normale,48.68892288208008,Modèrement sec
264259,2023-06-01,4.875,44.125,56.726532,POINT (4.875 44.125),0,Humidité normale,51.00265121459961,Humidité normale
264260,2023-06-01,5.125,44.125,60.65808,POINT (5.125 44.125),0,Humidité normale,54.08485794067383,Humidité normale
264261,2023-06-01,5.375,44.125,63.688408,POINT (5.375 44.125),0,Humidité normale,57.89599609375,Humidité normale
264262,2023-06-01,5.625,44.125,60.793674,POINT (5.625 44.125),0,Humidité normale,57.670169830322266,Humidité normale
264263,2023-06-01,5.875,44.125,59.99616,POINT (5.875 44.125),0,Humidité normale,57.188663482666016,Humidité normale
264264,2023-06-01,6.125,44.125,62.138935,POINT (6.125 44.125),0,Humidité normale,58.06999588012695,Humidité normale
264265,2023-06-01,6.375,44.125,63.563538,POINT (6.375 44.125),0,Humidité normale,59.5670166015625,Humidité normale
264266,2023-06-01,6.625,44.125,58.97028,POINT (6.625 44.125),0,Humidité normale,57.241886138916016,Humidité normale
264267,2023-06-01,6.875,44.125,50.084324,POINT (6.875 44.125),0,Humidité normale,49.42744445800781,Modèrement sec
264268,2023-06-01,7.125,44.125,44.881153,POINT (7.125 44.125),0,Modèrement sec,44.12703323364258,Modèrement sec
264270,2023-06-01,7.625,44.125,38.483982,POINT (7.625 44.125),0,Modèrement sec,43.6640625,Modèrement sec
265674,2023-06-01,-1.375,43.875,38.504704,POINT (-1.375 43.875),0,Modèrement sec,36.94810104370117,Modèrement sec
265675,2023-06-01,-1.125,43.875,46.3132,POINT (-1.125 43.875),0,Modèrement sec,44.577880859375,Modèrement sec
265676,2023-06-01,-0.875,43.875,54.19858,POINT (-0.875 43.875),0,Humidité normale,49.43751907348633,Modèrement sec
265677,2023-06-01,-0.625,43.875,59.985065,POINT (-0.625 43.875),0,Humidité normale,54.13808822631836,Humidité normale
265678,2023-06-01,-0.375,43.875,61.961002,POINT (-0.375 43.875),0,Humidité normale,57.33571243286133,Humidité normale
265679,2023-06-01,-0.125,43.875,61.870052,POINT (-0.125 43.875),0,Humidité normale,56.198455810546875,Humidité normale
265680,2023-06-01,0.125,43.875,59.46345,POINT (0.125 43.875),0,Humidité normale,48.74937438964844,Modèrement sec
265681,2023-06-01,0.375,43.875,56.077274,POINT (0.375 43.875),0,Humidité normale,40.40194320678711,Modèrement sec
265682,2023-06-01,0.625,43.875,53.213486,POINT (0.625 43.875),0,Humidité normale,34.81088638305664,Modèrement sec
265683,2023-06-01,0.875,43.875,50.960865,POINT (0.875 43.875),0,Humidité normale,32.68601608276367,Modèrement sec
265684,2023-06-01,1.125,43.875,51.767456,POINT (1.125 43.875),0,Humidité normale,37.06975173950195,Modèrement sec
265685,2023-06-01,1.375,43.875,55.886444,POINT (1.375 43.875),0,Humidité normale,45.091243743896484,Modèrement sec
265686,2023-06-01,1.625,43.875,49.629707,POINT (1.625 43.875),0,Modèrement sec,41.27790069580078,Modèrement sec
265687,2023-06-01,1.875,43.875,44.81016,POINT (1.875 43.875),0,Modèrement sec,37.42817306518555,Modèrement sec
265688,2023-06-01,2.125,43.875,50.196133,POINT (2.125 43.875),0,Humidité normale,43.01631546020508,Modèrement sec
265689,2023-06-01,2.375,43.875,59.73116,POINT (2.375 43.875),0,Humidité normale,51.54683303833008,Humidité normale
265690,2023-06-01,2.625,43.875,63.449177,POINT (2.625 43.875),0,Humidité normale,56.20222091674805,Humidité normale
265691,2023-06-01,2.875,43.875,63.174683,POINT (2.875 43.875),0,Humidité normale,57.30696487426758,Humidité normale
265692,2023-06-01,3.125,43.875,62.02328,POINT (3.125 43.875),0,Humidité normale,56.77239990234375,Humidité normale
265693,2023-06-01,3.375,43.875,63.767513,POINT (3.375 43.875),0,Humidité normale,57.02158737182617,Humidité normale
265694,2023-06-01,3.625,43.875,67.625374,POINT (3.625 43.875),0,Modèrement humide,61.72597122192383,Humidité normale
265695,2023-06-01,3.875,43.875,64.861145,POINT (3.875 43.875),0,Humidité normale,58.170623779296875,Humidité normale
265696,2023-06-01,4.125,43.875,59.06959,POINT (4.125 43.875),0,Humidité normale,53.337528228759766,Humidité normale
265697,2023-06-01,4.375,43.875,56.462242,POINT (4.375 43.875),0,Humidité normale,52.0109748840332,Humidité normale
265698,2023-06-01,4.625,43.875,54.850937,POINT (4.625 43.875),0,Humidité normale,50.19438552856445,Humidité normale
265699,2023-06-01,4.875,43.875,58.413982,POINT (4.875 43.875),0,Humidité normale,53.3359375,Humidité normale
265700,2023-06-01,5.125,43.875,60.21225,POINT (5.125 43.875),0,Humidité normale,53.33518600463867,Humidité normale
265701,2023-06-01,5.375,43.875,60.36861,POINT (5.375 43.875),0,Humidité normale,52.50453567504883,Humidité normale
265702,2023-06-01,5.625,43.875,61.37921,POINT (5.625 43.875),0,Humidité normale,54.69370651245117,Humidité normale
265703,2023-06-01,5.875,43.875,63.784477,POINT (5.875 43.875),0,Humidité normale,56.712738037109375,Humidité normale
265704,2023-06-01,6.125,43.875,65.69973,POINT (6.125 43.875),0,Modèrement humide,57.78134536743164,Humidité normale
265705,2023-06-01,6.375,43.875,68.89123,POINT (6.375 43.875),0,Modèrement humide,61.394649505615234,Humidité normale
265706,2023-06-01,6.625,43.875,64.42568,POINT (6.625 43.875),0,Humidité normale,58.8311882019043,Humidité normale
265707,2023-06-01,6.875,43.875,52.471764,POINT (6.875 43.875),0,Humidité normale,49.94742965698242,Modèrement sec
265708,2023-06-01,7.125,43.875,45.91386,POINT (7.125 43.875),0,Modèrement sec,44.94801712036133,Modèrement sec
265709,2023-06-01,7.375,43.875,39.30531,POINT (7.375 43.875),0,Modèrement sec,40.191654205322266,Modèrement sec
267114,2023-06-01,-1.375,43.625,46.569164,POINT (-1.375 43.625),0,Modèrement sec,44.753902435302734,Modèrement sec
267115,2023-06-01,-1.125,43.625,56.889435,POINT (-1.125 43.625),0,Humidité normale,50.208740234375,Humidité normale
267116,2023-06-01,-0.875,43.625,64.775246,POINT (-0.875 43.625),0,Humidité normale,52.79499816894531,Humidité normale
267117,2023-06-01,-0.625,43.625,65.49153,POINT (-0.625 43.625),0,Modèrement humide,53.7821159362793,Humidité normale
267118,2023-06-01,-0.375,43.625,63.444885,POINT (-0.375 43.625),0,Humidité normale,54.1038703918457,Humidité normale
267119,2023-06-01,-0.125,43.625,60.486835,POINT (-0.125 43.625),0,Humidité normale,52.00495910644531,Humidité normale
267120,2023-06-01,0.125,43.625,56.705666,POINT (0.125 43.625),0,Humidité normale,46.26619338989258,Modèrement sec
267121,2023-06-01,0.375,43.625,52.341984,POINT (0.375 43.625),0,Humidité normale,39.949275970458984,Modèrement sec
267122,2023-06-01,0.625,43.625,53.631348,POINT (0.625 43.625),0,Humidité normale,37.03135299682617,Modèrement sec
267123,2023-06-01,0.875,43.625,51.348316,POINT (0.875 43.625),0,Humidité normale,33.81135177612305,Modèrement sec
267124,2023-06-01,1.125,43.625,57.992336,POINT (1.125 43.625),0,Humidité normale,43.211273193359375,Modèrement sec
267125,2023-06-01,1.375,43.625,69.11479,POINT (1.375 43.625),0,Modèrement humide,57.36142349243164,Humidité normale
267126,2023-06-01,1.625,43.625,57.098835,POINT (1.625 43.625),0,Humidité normale,46.74907302856445,Modèrement sec
267127,2023-06-01,1.875,43.625,43.984993,POINT (1.875 43.625),0,Modèrement sec,34.5584831237793,Modèrement sec
267128,2023-06-01,2.125,43.625,49.374367,POINT (2.125 43.625),0,Modèrement sec,42.33510971069336,Modèrement sec
267129,2023-06-01,2.375,43.625,65.42147,POINT (2.375 43.625),0,Modèrement humide,58.5482292175293,Humidité normale
267130,2023-06-01,2.625,43.625,73.085884,POINT (2.625 43.625),0,Modèrement humide,65.43367767333984,Modèrement humide
267131,2023-06-01,2.875,43.625,68.868355,POINT (2.875 43.625),0,Modèrement humide,61.34814453125,Humidité normale
267132,2023-06-01,3.125,43.625,59.345215,POINT (3.125 43.625),0,Humidité normale,52.92132568359375,Humidité normale
267133,2023-06-01,3.375,43.625,51.52281,POINT (3.375 43.625),0,Humidité normale,46.22347640991211,Modèrement sec
267134,2023-06-01,3.625,43.625,55.044605,POINT (3.625 43.625),0,Humidité normale,50.2837028503418,Humidité normale
267135,2023-06-01,3.875,43.625,58.701088,POINT (3.875 43.625),0,Humidité normale,57.08122253417969,Humidité normale
267136,2023-06-01,4.125,43.625,44.503124,POINT (4.125 43.625),0,Modèrement sec,46.63129806518555,Modèrement sec
267137,2023-06-01,4.375,43.625,31.907581,POINT (4.375 43.625),0,Modèrement sec,35.14703369140625,Modèrement sec
267138,2023-06-01,4.625,43.625,29.433172,POINT (4.625 43.625),0,Très sec,31.64056396484375,Modèrement sec
267139,2023-06-01,4.875,43.625,41.25603,POINT (4.875 43.625),0,Modèrement sec,39.08052444458008,Modèrement sec
267140,2023-06-01,5.125,43.625,51.69592,POINT (5.125 43.625),0,Humidité normale,46.70175552368164,Modèrement sec
267141,2023-06-01,5.375,43.625,61.102673,POINT (5.375 43.625),0,Humidité normale,53.19398880004883,Humidité normale
267142,2023-06-01,5.625,43.625,64.91053,POINT (5.625 43.625),0,Humidité normale,56.99748611450195,Humidité normale
267143,2023-06-01,5.875,43.625,66.21726,POINT (5.875 43.625),0,Modèrement humide,58.19099426269531,Humidité normale
267144,2023-06-01,6.125,43.625,66.08235,POINT (6.125 43.625),0,Modèrement humide,58.1448860168457,Humidité normale
267145,2023-06-01,6.375,43.625,65.03831,POINT (6.375 43.625),0,Modèrement humide,57.5821418762207,Humidité normale
267146,2023-06-01,6.625,43.625,57.436504,POINT (6.625 43.625),0,Humidité normale,52.69175338745117,Humidité normale
267147,2023-06-01,6.875,43.625,47.344048,POINT (6.875 43.625),0,Modèrement sec,46.08937454223633,Modèrement sec
267148,2023-06-01,7.125,43.625,44.67579,POINT (7.125 43.625),0,Modèrement sec,45.734989166259766,Modèrement sec
268553,2023-06-01,-1.625,43.375,49.30076,POINT (-1.625 43.375),0,Modèrement sec,48.2724723815918,Modèrement sec
268554,2023-06-01,-1.375,43.375,54.45087,POINT (-1.375 43.375),0,Humidité normale,50.61671829223633,Humidité normale
268555,2023-06-01,-1.125,43.375,59.78125,POINT (-1.125 43.375),0,Humidité normale,52.40938186645508,Humidité normale
268556,2023-06-01,-0.875,43.375,63.827103,POINT (-0.875 43.375),0,Humidité normale,52.92625045776367,Humidité normale
268557,2023-06-01,-0.625,43.375,66.31876,POINT (-0.625 43.375),0,Modèrement humide,55.86492919921875,Humidité normale
268558,2023-06-01,-0.375,43.375,66.54607,POINT (-0.375 43.375),0,Modèrement humide,57.6212043762207,Humidité normale
268559,2023-06-01,-0.125,43.375,62.157215,POINT (-0.125 43.375),0,Humidité normale,54.30061721801758,Humidité normale
268560,2023-06-01,0.125,43.375,56.593277,POINT (0.125 43.375),0,Humidité normale,48.86709213256836,Modèrement sec
268561,2023-06-01,0.375,43.375,52.401493,POINT (0.375 43.375),0,Humidité normale,42.72317886352539,Modèrement sec
268562,2023-06-01,0.625,43.375,51.82178,POINT (0.625 43.375),0,Humidité normale,39.11760330200195,Modèrement sec
268563,2023-06-01,0.875,43.375,52.10072,POINT (0.875 43.375),0,Humidité normale,36.615726470947266,Modèrement sec
268564,2023-06-01,1.125,43.375,54.83827,POINT (1.125 43.375),0,Humidité normale,40.159523010253906,Modèrement sec
268565,2023-06-01,1.375,43.375,57.54111,POINT (1.375 43.375),0,Humidité normale,44.62623977661133,Modèrement sec
268566,2023-06-01,1.625,43.375,50.798508,POINT (1.625 43.375),0,Humidité normale,40.17424011230469,Modèrement sec
268567,2023-06-01,1.875,43.375,46.17836,POINT (1.875 43.375),0,Modèrement sec,35.78739547729492,Modèrement sec
268568,2023-06-01,2.125,43.375,52.893017,POINT (2.125 43.375),0,Humidité normale,43.78346252441406,Modèrement sec
268569,2023-06-01,2.375,43.375,59.563763,POINT (2.375 43.375),0,Humidité normale,52.562255859375,Humidité normale
268570,2023-06-01,2.625,43.375,57.465466,POINT (2.625 43.375),0,Humidité normale,52.1724739074707,Humidité normale
268571,2023-06-01,2.875,43.375,50.116344,POINT (2.875 43.375),0,Humidité normale,44.83811569213867,Modèrement sec
268572,2023-06-01,3.125,43.375,43.52799,POINT (3.125 43.375),0,Modèrement sec,40.2471923828125,Modèrement sec
268573,2023-06-01,3.375,43.375,38.82601,POINT (3.375 43.375),0,Modèrement sec,37.64176559448242,Modèrement sec
268574,2023-06-01,3.625,43.375,38.62821,POINT (3.625 43.375),0,Modèrement sec,37.857357025146484,Modèrement sec
268578,2023-06-01,4.625,43.375,16.412941,POINT (4.625 43.375),0,Très sec,21.664552688598633,Très sec
268580,2023-06-01,5.125,43.375,50.220505,POINT (5.125 43.375),0,Humidité normale,48.25826644897461,Modèrement sec
268581,2023-06-01,5.375,43.375,61.89744,POINT (5.375 43.375),0,Humidité normale,57.79973220825195,Humidité normale
268582,2023-06-01,5.625,43.375,60.6729,POINT (5.625 43.375),0,Humidité normale,55.58148193359375,Humidité normale
268583,2023-06-01,5.875,43.375,58.15839,POINT (5.875 43.375),0,Humidité normale,52.29973220825195,Humidité normale
268584,2023-06-01,6.125,43.375,57.71672,POINT (6.125 43.375),0,Humidité normale,51.88958740234375,Humidité normale
268585,2023-06-01,6.375,43.375,50.1739,POINT (6.375 43.375),0,Humidité normale,45.949371337890625,Modèrement sec
268586,2023-06-01,6.625,43.375,43.22482,POINT (6.625 43.375),0,Modèrement sec,40.939659118652344,Modèrement sec
269994,2023-06-01,-1.375,43.125,68.99473,POINT (-1.375 43.125),0,Modèrement humide,61.33961868286133,Humidité normale
269995,2023-06-01,-1.125,43.125,74.014015,POINT (-1.125 43.125),0,Modèrement humide,63.5111083984375,Humidité normale
269996,2023-06-01,-0.875,43.125,75.64654,POINT (-0.875 43.125),0,Très humide,63.69418716430664,Humidité normale
269997,2023-06-01,-0.625,43.125,72.54146,POINT (-0.625 43.125),0,Modèrement humide,60.82450485229492,Humidité normale
269998,2023-06-01,-0.375,43.125,70.53013,POINT (-0.375 43.125),0,Modèrement humide,61.03392028808594,Humidité normale
269999,2023-06-01,-0.125,43.125,67.88454,POINT (-0.125 43.125),0,Modèrement humide,60.17170715332031,Humidité normale
270000,2023-06-01,0.125,43.125,64.80479,POINT (0.125 43.125),0,Humidité normale,56.8675537109375,Humidité normale
270001,2023-06-01,0.375,43.125,61.58218,POINT (0.375 43.125),0,Humidité normale,53.250057220458984,Humidité normale
270002,2023-06-01,0.625,43.125,61.78632,POINT (0.625 43.125),0,Humidité normale,51.822017669677734,Humidité normale
270003,2023-06-01,0.875,43.125,63.883026,POINT (0.875 43.125),0,Humidité normale,51.868560791015625,Humidité normale
270004,2023-06-01,1.125,43.125,60.077168,POINT (1.125 43.125),0,Humidité normale,49.341278076171875,Modèrement sec
270005,2023-06-01,1.375,43.125,57.0224,POINT (1.375 43.125),0,Humidité normale,46.76724624633789,Modèrement sec
270006,2023-06-01,1.625,43.125,52.60248,POINT (1.625 43.125),0,Humidité normale,45.649227142333984,Modèrement sec
270007,2023-06-01,1.875,43.125,49.320023,POINT (1.875 43.125),0,Modèrement sec,42.90541458129883,Modèrement sec
270008,2023-06-01,2.125,43.125,52.39304,POINT (2.125 43.125),0,Humidité normale,44.9925537109375,Modèrement sec
270009,2023-06-01,2.375,43.125,54.054916,POINT (2.375 43.125),0,Humidité normale,46.38868713378906,Modèrement sec
270010,2023-06-01,2.625,43.125,46.813084,POINT (2.625 43.125),0,Modèrement sec,40.736663818359375,Modèrement sec
270011,2023-06-01,2.875,43.125,37.402607,POINT (2.875 43.125),0,Modèrement sec,34.25947189331055,Modèrement sec
270012,2023-06-01,3.125,43.125,,POINT (3.125 43.125),0,Nan,,Nan
270023,2023-06-01,5.875,43.125,44.75981,POINT (5.875 43.125),0,Modèrement sec,42.34641647338867,Modèrement sec
270024,2023-06-01,6.125,43.125,43.262035,POINT (6.125 43.125),0,Modèrement sec,40.82487106323242,Modèrement sec
271437,2023-06-01,-0.625,42.875,76.626625,POINT (-0.625 42.875),0,Très humide,70.19976806640625,Modèrement humide
